,0
4774,MAR07478
4775,MAR03237
4776,MAR08805
4777,MAR00305
4778,MAR04400
4779,MAR12010
4780,MAR03639
4781,MAR08792
4782,MAR01830
4783,MAR02652
4784,MAR07046
4785,MAR02717
4786,MAR01977
4787,MAR05443
4788,MAR03265
4789,MAR05895
4790,MAR08455
4791,MAR02549
4792,MAR01239
4793,MAR03533
4794,MAR03405
4795,MAR11609
4796,MAR03912
4797,MAR02944
4798,MAR05473
4799,MAR04668
4800,MAR05350
4801,MAR03374
4802,MAR08293
4803,MAR11718
4804,MAR08632
4805,MAR05842
4806,MAR02960
4807,MAR00207
4808,MAR01990
4809,MAR01058
4810,MAR05341
4811,MAR06813
4812,MAR02456
4813,MAR05757
4814,MAR01125
4815,MAR08697
4816,MAR04558
4817,MAR01833
4818,MAR08678
4819,MAR04316
4820,MAR11618
4821,MAR10117
4822,MAR08938
4823,MAR11809
4824,MAR01967
4825,MAR07683
4826,MAR00874
4827,MAR03431
4828,MAR03177
4829,MAR04940
4830,MAR04606
4831,MAR08699
4832,MAR12004
4833,MAR07128
4834,MAR00357
4835,MAR01531
4836,MAR04748
4837,MAR05365
4838,MAR11610
4839,MAR01217
4840,MAR03068
4841,MAR08984
4842,MAR01080
4843,MAR02524
4844,MAR08306
4845,MAR06532
4846,MAR12092
4847,MAR05783
4848,MAR03386
4849,MAR11745
4850,MAR02200
4851,MAR04458
4852,MAR12293
4853,MAR09596
4854,MAR05834
4855,MAR03202
4856,MAR00338
4857,MAR08006
4858,MAR02505
4859,MAR00958
4860,MAR07310
4861,MAR04312
4862,MAR01213
4863,MAR05520
4864,MAR07831
4865,MAR02306
4866,MAR04220
4867,MAR02992
4868,MAR03397
4869,MAR04585
4870,MAR08037
4871,MAR01569
4872,MAR02585
4873,MAR04379
4874,MAR01599
4875,MAR00742
4876,MAR10165
4877,MAR04304
4878,MAR01494
4879,MAR08587
4880,MAR06038
4881,MAR02349
4882,MAR00423
4883,MAR00739
4884,MAR01574
4885,MAR01077
4886,MAR10063
4887,MAR11749
4888,MAR11573
4889,MAR01000
4890,MAR08215
4891,MAR00430
4892,MAR04633
4893,MAR01490
4894,MAR01862
4895,MAR01497
4896,MAR03831
4897,MAR07603
4898,MAR01832
4899,MAR00196
4900,MAR01182
4901,MAR09727
4902,MAR03247
4903,MAR10092
4904,MAR00406
4905,MAR06048
4906,MAR00353
4907,MAR11506
4908,MAR08996
4909,MAR08930
4910,MAR01996
4911,MAR07474
4912,MAR05479
4913,MAR02636
4914,MAR01470
4915,MAR05026
4916,MAR05295
4917,MAR02575
4918,MAR04180
4919,MAR12003
4920,MAR01230
4921,MAR02669
4922,MAR07940
4923,MAR04437
4924,MAR01620
4925,MAR06657
4926,MAR09591
4927,MAR07438
4928,MAR00178
4929,MAR09718
4930,MAR08598
4931,MAR05779
4932,MAR01785
4933,MAR02334
4934,MAR03799
4935,MAR05119
4936,MAR03519
4937,MAR05583
4938,MAR00319
4939,MAR03492
4940,MAR00676
4941,MAR06028
4942,MAR01129
4943,MAR12236
4944,MAR01396
4945,MAR06811
4946,MAR05127
4947,MAR00940
4948,MAR02131
4949,MAR03304
4950,MAR05814
4951,MAR02244
4952,MAR04906
4953,MAR05845
4954,MAR04465
4955,MAR08695
4956,MAR04740
4957,MAR02716
4958,MAR00370
4959,MAR08137
4960,MAR06040
4961,MAR06998
4962,MAR04888
4963,MAR01870
4964,MAR05609
4965,MAR01872
4966,MAR03621
4967,MAR02618
4968,MAR04136
4969,MAR07786
4970,MAR03966
4971,MAR06519
4972,MAR02213
4973,MAR03688
4974,MAR10109
4975,MAR05176
4976,MAR11696
4977,MAR00920
4978,MAR06895
4979,MAR10111
4980,MAR11259
4981,MAR09907
4982,MAR10357
4983,MAR00078
4984,MAR06117
4985,MAR07939
4986,MAR04640
4987,MAR01199
4988,MAR02185
4989,MAR04095
4990,MAR05701
4991,MAR00926
4992,MAR02729
4993,MAR01948
4994,MAR02988
4995,MAR09605
4996,MAR01685
4997,MAR06940
4998,MAR06615
4999,MAR06298
5000,MAR00200
5001,MAR11443
5002,MAR05088
5003,MAR05032
5004,MAR01266
5005,MAR08831
5006,MAR08076
5007,MAR01987
5008,MAR01596
5009,MAR04306
5010,MAR01003
5011,MAR05707
5012,MAR00152
5013,MAR11710
5014,MAR00337
5015,MAR10386
5016,MAR01229
5017,MAR08096
5018,MAR02043
5019,MAR07022
5020,MAR04764
5021,MAR00462
5022,MAR06688
5023,MAR02998
5024,MAR07070
5025,MAR05347
5026,MAR03354
5027,MAR01863
5028,MAR05191
5029,MAR01543
5030,MAR01140
5031,MAR05334
5032,MAR05712
5033,MAR04480
5034,MAR05893
5035,MAR06642
5036,MAR06025
5037,MAR04060
5038,MAR00296
5039,MAR00910
5040,MAR02163
5041,MAR01867
5042,MAR02174
5043,MAR07348
5044,MAR00386
5045,MAR08048
5046,MAR04267
5047,MAR08050
5048,MAR07036
5049,MAR00297
5050,MAR02405
5051,MAR06509
5052,MAR05867
5053,MAR01763
5054,MAR05647
5055,MAR01699
5056,MAR09904
5057,MAR02212
5058,MAR03607
5059,MAR10121
5060,MAR04737
5061,MAR04417
5062,MAR04565
5063,MAR00403
5064,MAR00167
5065,MAR04544
5066,MAR00232
5067,MAR08815
5068,MAR00398
5069,MAR07451
5070,MAR11248
5071,MAR02129
5072,MAR08920
5073,MAR00111
5074,MAR02307
5075,MAR01048
5076,MAR07615
5077,MAR07002
5078,MAR08103
5079,MAR01445
5080,MAR00455
5081,MAR05662
5082,MAR02178
5083,MAR04539
5084,MAR08453
5085,MAR02338
5086,MAR05435
5087,MAR00236
5088,MAR07446
5089,MAR08780
5090,MAR07773
5091,MAR05146
5092,MAR04084
5093,MAR04336
5094,MAR01974
5095,MAR03057
5096,MAR04269
5097,MAR08611
5098,MAR00604
5099,MAR07734
5100,MAR05740
5101,MAR07346
5102,MAR06743
5103,MAR02459
5104,MAR05637
5105,MAR00667
5106,MAR02207
5107,MAR02571
5108,MAR01489
5109,MAR06541
5110,MAR03999
5111,MAR12023
5112,MAR07340
5113,MAR05696
5114,MAR04381
5115,MAR11829
5116,MAR05894
5117,MAR00235
5118,MAR07009
5119,MAR05657
5120,MAR12144
5121,MAR06345
5122,MAR08512
5123,MAR05135
5124,MAR00588
5125,MAR00372
5126,MAR01913
5127,MAR06604
5128,MAR05873
5129,MAR04494
5130,MAR01740
5131,MAR08102
5132,MAR04736
5133,MAR06452
5134,MAR05145
5135,MAR06560
5136,MAR08410
5137,MAR04703
5138,MAR03215
5139,MAR02550
5140,MAR11249
5141,MAR06077
5142,MAR04547
5143,MAR08850
5144,MAR00076
5145,MAR02601
5146,MAR06866
5147,MAR05677
5148,MAR00672
5149,MAR00538
5150,MAR04386
5151,MAR12157
5152,MAR11477
5153,MAR03873
5154,MAR06006
5155,MAR03514
5156,MAR07049
5157,MAR01604
5158,MAR00218
5159,MAR11416
5160,MAR04472
5161,MAR11225
5162,MAR06833
5163,MAR06852
5164,MAR01073
5165,MAR05755
5166,MAR02891
5167,MAR02362
5168,MAR05709
5169,MAR05500
5170,MAR07871
5171,MAR00578
5172,MAR06447
5173,MAR04175
5174,MAR02761
5175,MAR05993
5176,MAR04566
5177,MAR02367
5178,MAR07450
5179,MAR04204
5180,MAR06809
5181,MAR03238
5182,MAR06026
5183,MAR08489
5184,MAR10404
5185,MAR03636
5186,MAR06456
5187,MAR00150
5188,MAR09900
5189,MAR05816
5190,MAR04002
5191,MAR01771
5192,MAR02045
5193,MAR12269
5194,MAR01245
5195,MAR08661
5196,MAR06004
5197,MAR08829
5198,MAR03258
5199,MAR01276
5200,MAR01715
5201,MAR06542
5202,MAR05625
5203,MAR03358
5204,MAR06032
5205,MAR05781
5206,MAR05314
5207,MAR02624
5208,MAR00375
5209,MAR07038
5210,MAR04803
5211,MAR09894
5212,MAR07010
5213,MAR03761
5214,MAR01608
5215,MAR02329
5216,MAR02881
5217,MAR11318
5218,MAR04490
5219,MAR07358
5220,MAR11388
5221,MAR06443
5222,MAR02311
5223,MAR10080
5224,MAR09869
5225,MAR00710
5226,MAR01927
5227,MAR07832
5228,MAR05692
5229,MAR01376
5230,MAR05746
5231,MAR04678
5232,MAR05622
5233,MAR03874
5234,MAR06344
5235,MAR03525
5236,MAR12284
5237,MAR04108
5238,MAR01708
5239,MAR01254
5240,MAR05913
5241,MAR04099
5242,MAR03790
5243,MAR05358
5244,MAR07591
5245,MAR04661
5246,MAR00247
5247,MAR07967
5248,MAR01944
5249,MAR03352
5250,MAR03694
5251,MAR04957
5252,MAR00281
5253,MAR00187
5254,MAR03870
5255,MAR04811
5256,MAR06039
5257,MAR02736
